"","DENINumber","InstitutionName","NoOfChildrenInFundedPlaces","TotalPupils","FullTimePupils","PartTimePupils","NurseryPupils","ReceptionPupils","Year1","Year2","Year3","Year4","Year5","Year6","Year7","Year8","Year9","Year10","Year11","Year12","Year13","Year14","NoOfBoys","NoOfGirls","AddressLine1","AddressLine2","AddressLine3","Town","County","Postcode","Telephone","Management","InstitutionType","Status","DateClosed","Email","DENINumberHyphen"
"1191","5032734","St Mary's Primary School",NA,199,NA,NA,0,0,32,31,31,32,26,30,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 WHITES ROAD",NA,NA,"DUNGANNON","TYRONE","BT70 3AN","028 8776 7356","Roman Catholic Maintained","Primary","Open",NA,"info@stmarys.cabra.ni.sch.uk","503-2734"
"1192","5032735","St Mary's Primary School",NA,145,NA,NA,0,0,24,21,17,22,25,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 WHITEBRIDGE ROAD",NA,NA,"BALLYGAWLEY","TYRONE","BT70 2JH","028 8556 8621","Roman Catholic Maintained","Primary","Open",NA,"info@stmarys.ballygawley.ni.sch.uk","503-2735"
"1193","5032736","St Mary's Primary School",NA,35,NA,NA,0,0,8,10,2,6,2,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70 COLEBROOKE ROAD",NA,NA,"FIVEMILETOWN","TYRONE","BT75 0SA","028 8952 1315","Roman Catholic Maintained","Primary","Open",NA,"info@stmarys.fivemiletown.ni.sch.uk","503-2736"
"1194","5033003","St Paul's Primary School",NA,99,NA,NA,0,0,17,19,14,11,15,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35 BALLYKEEL ROAD","CABRA",NA,"NEWRY","DOWN","BT34 5RH","028 4063 0145","Roman Catholic Maintained","Primary","Open",NA,"info@stpauls.cabra.ni.sch.uk","503-3003"
"1195","5033004","St Mary's Primary School",NA,105,NA,NA,0,0,11,14,18,10,17,18,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOWNPATRICK STREET","RATHFRILAND",NA,"NEWRY","DOWN","BT34 5DQ","028 4063 0630","Roman Catholic Maintained","Primary","Open",NA,"info@stmarys.rathfriland.ni.sch.uk","503-3004"
"1196","5033006","St Michael's Primary School (Finnis)",NA,83,NA,NA,0,3,13,8,8,14,11,15,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"145 RATHFRILAND ROAD, FINNIS","DROMARA",NA,"DROMORE","DOWN","BT25 2EE","028 9753 2404","Roman Catholic Maintained","Primary","Open",NA,"info@stmichaels.finnis.ni.sch.uk","503-3006"
"1197","5033011","St Marys Primary School Dechomet",NA,91,NA,NA,0,3,10,15,15,14,12,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 CLOSKELT ROAD","BALLYWARD",NA,"CASTLEWELLAN","DOWN","BT31 9QE","028 4065 0426","Roman Catholic Maintained","Primary","Open",NA,"info@dechomet.ballyward.ni.sch.uk","503-3011"
"1198","5033025","St Patrick's Primary School",NA,322,NA,NA,0,0,45,44,46,45,49,43,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13 CASTLEWELLAN ROAD","HILLTOWN",NA,"NEWRY","DOWN","BT34 5UY","028 4063 0061","Roman Catholic Maintained","Primary","Open",NA,"info@stpatricks.hilltown.ni.sch.uk","503-3025"
"1199","5033324","St Patrick's Primary School",NA,86,NA,NA,0,0,9,11,15,10,16,19,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 AGHALEE ROAD","AUGHAGALLON",NA,"CRAIGAVON","ARMAGH","BT67 0AR","028 9265 1017","Roman Catholic Maintained","Primary","Open",NA,"info@stpatricks.derrynaseer.ni.sch.uk","503-3324"
"1200","5036000","St Colman's Primary School",NA,87,NA,NA,0,0,9,18,8,13,8,22,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47 GALLOWS STREET",NA,NA,"DROMORE","DOWN","BT25 1BD","028 9269 2628","Roman Catholic Maintained","Primary","Open",NA,"info@stcolmans.dromore.ni.sch.uk","503-6000"
"1201","5036006","St Mary's Primary School",NA,154,NA,NA,0,0,18,19,22,20,25,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20A DERRYMORE ROAD","GAWLEY'S GATE",NA,"CRAIGAVON","ARMAGH","BT67 0BW","028 9265 1556","Roman Catholic Maintained","Primary","Open",NA,"info@stmarys.derrymore.ni.sch.uk","503-6006"
"1202","5036009","St Mary's Primary School",NA,103,NA,NA,0,0,15,17,13,17,17,14,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"191 DERRYTRASNA ROAD","LURGAN",NA,"CRAIGAVON","ARMAGH","BT66 6NR","028 3834 0295","Roman Catholic Maintained","Primary","Open",NA,"info@stmarys.derrytrasna.ni.sch.uk","503-6009"
"1203","5036031","St Patrick's Primary School Loup",NA,164,NA,NA,0,0,22,17,25,23,22,26,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"119 RUSKEY ROAD",NA,NA,"MAGHERAFELT","LONDONDERRY","BT45 7TS","028 7941 8413","Roman Catholic Maintained","Primary","Open",NA,"info@stpatricks.loup.ni.sch.uk","503-6031"
"1204","5036033","St Joseph's Primary School",NA,219,NA,NA,0,0,21,37,33,26,36,32,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 LURGYLEA ROAD","GALBALLY",NA,"DUNGANNON","TYRONE","BT70 2NX","028 8775 8204","Roman Catholic Maintained","Primary","Open",NA,"info@stjosephs.galbally.ni.sch.uk","503-6033"
"1205","5036043","St Mary's Primary School",NA,527,NA,NA,26,0,76,67,71,88,68,64,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,"REILLY PARK",NA,NA,"BANBRIDGE","DOWN","BT32 3DJ","028 4066 2572","Roman Catholic Maintained","Primary","Open",NA,"info@stmarys.banbridge.ni.sch.uk","503-6043"
"1206","5036047","St Patrick's Primary School",NA,185,NA,NA,0,0,39,28,18,16,24,28,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 ANNAGHMORE ROAD","COALISLAND",NA,"DUNGANNON","TYRONE","BT71 4QZ","028 8774 0661","Roman Catholic Maintained","Primary","Open",NA,"info@stpatricksps.coalisland.ni.sch.uk","503-6047"
"1207","5036057","St Malachy's Primary School",NA,49,NA,NA,0,1,12,5,7,6,7,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75 MONEYHAW ROAD",NA,NA,"MAGHERAFELT","LONDONDERRY","BT45 7XR","028 8673 7132","Roman Catholic Maintained","Primary","Open",NA,"info@stmalachys.drummullan.ni.sch.uk","503-6057"
"1208","5036061","St Colman's Primary School and All Saints' Nursery Unit",NA,217,NA,NA,27,0,25,30,27,24,27,30,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24 MONTEITH ROAD","ANNACLONE",NA,"BANBRIDGE","DOWN","BT32 5LS","028 4067 1363","Roman Catholic Maintained","Primary","Open",NA,"info@stcolmans.annaclone.ni.sch.uk","503-6061"
"1209","5036064","St Malachy's Primary School",NA,319,NA,NA,52,0,41,29,42,42,35,39,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 CHAPEL ROAD","CAMLOUGH",NA,"NEWRY","DOWN","BT35 7HF","028 3083 0559","Roman Catholic Maintained","Primary","Open",NA,"info@stmalachys.camlough.ni.sch.uk","503-6064"
"1210","5036087","St Mary's Primary School",NA,319,NA,NA,27,0,38,60,40,27,44,44,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAPHONER ROAD","MULLAGHBAWN",NA,"NEWRY","DOWN","BT35 9TP","028 3088 8351","Roman Catholic Maintained","Primary","Open",NA,"info@stmarys.mullaghbawn.ni.sch.uk","503-6087"
"1211","5036099","St Patrick's Primary School",NA,240,NA,NA,20,0,26,39,25,32,33,32,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TULLYNAVALL ROAD","CULLYHANNA",NA,"NEWRY","DOWN","BT35 0PZ","028 3086 1608","Roman Catholic Maintained","Primary","Open",NA,"info@stpatricksps.cullyhanna.ni.sch.uk","503-6099"
"1212","5036101","St Brendan's Primary School",NA,441,NA,NA,52,0,59,42,61,57,49,52,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MOYRAVERTY WEST ROAD",NA,NA,"CRAIGAVON","ARMAGH","BT65 5HS","028 3834 1037","Roman Catholic Maintained","Primary","Open",NA,"info@stbrendans.craigavon.ni.sch.uk","503-6101"
"1213","5036108","St Joseph's Primary School",NA,95,NA,NA,0,0,12,16,9,22,9,11,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13 CLOUGHFIN ROAD",NA,NA,"COOKSTOWN","TYRONE","BT80 9JB","028 8675 1457","Roman Catholic Maintained","Primary","Open",NA,"info@stjosephs.killeenan.ni.sch.uk","503-6108"
"1214","5036110","St Joseph's Primary School",NA,392,NA,NA,54,0,47,54,50,51,55,39,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28 CONVENT HILL","BESSBROOK",NA,"NEWRY","DOWN","BT35 7AW","028 3083 0356","Roman Catholic Maintained","Primary","Open",NA,"info@stjosephs.bessbrook.ni.sch.uk","503-6110"
"1215","5036118","St Mary's Primary School",NA,183,NA,NA,0,0,26,25,27,26,31,27,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 CAVANAKEERAN ROAD","POMEROY",NA,"DUNGANNON","TYRONE","BT70 2RD","028 8775 8541","Roman Catholic Maintained","Primary","Open",NA,"info@stmarys.pomeroy.ni.sch.uk","503-6118"
"1216","5036120","St Patrick's Primary School",NA,99,NA,NA,0,0,15,16,12,17,10,17,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9 SPRINGHILL ROAD","MONEYMORE",NA,"MAGHERAFELT","LONDONDERRY","BT45 7NG","028 8674 8415","Roman Catholic Maintained","Primary","Open",NA,"info@stpatricks.moneymore.ni.sch.uk","503-6120"
"1217","5036121","St Jarlath's Primary School",NA,172,NA,NA,0,0,32,24,21,26,29,24,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89 CHARLEMONT ROAD","BLACKWATERTOWN",NA,"DUNGANNON","TYRONE","BT71 7HH","028 3754 8826","Roman Catholic Maintained","Primary","Open",NA,"info@stjarlaths.dungannon.ni.sch.uk","503-6121"
"1218","5036122","Jonesborough Primary School",NA,98,NA,NA,0,2,15,12,15,11,17,15,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54 THE VILLAGE","JONESBOROUGH",NA,"NEWRY","DOWN","BT35 8HR","028 3084 8330","Roman Catholic Maintained","Primary","Open",NA,"info@jonesboro.newry.ni.sch.uk","503-6122"
"1219","5036130","St Laurence O'Toole's Primary School",NA,74,NA,NA,0,5,14,11,8,8,11,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31 Main Street","Beleek",NA,"NEWRY","DOWN","BT35 7PH","028 3087 8387","Roman Catholic Maintained","Primary","Open",NA,"info@stlaurences.belleeks.ni.sch.uk","503-6130"
"1220","5036136","Sacred Heart Primary School",NA,117,NA,NA,0,4,16,19,13,9,21,18,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TULLYODONNELL ROAD",NA,NA,"DUNGANNON","TYRONE","BT70 3JE","028 8775 8510","Roman Catholic Maintained","Primary","Open",NA,"info@rock.dungannon.ni.sch.uk","503-6136"
"1221","5036173","St John the Baptist Primary School",NA,464,NA,NA,0,0,73,67,65,61,64,63,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,"250 GARVAGHY ROAD","PORTADOWN",NA,"CRAIGAVON","ARMAGH","BT62 1EB","028 3833 6211","Roman Catholic Maintained","Primary","Open",NA,"info@stjohnthebaptist.portadown.ni.sch.uk","503-6173"
"1222","5036180","St Oliver Plunkett Primary School",NA,128,NA,NA,0,0,22,16,17,22,13,20,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14 BALLYHEGAN ROAD",NA,NA,"LOUGHGALL","ARMAGH","BT61 8PX","028 3889 1495","Roman Catholic Maintained","Primary","Open",NA,"info@stoliverplunketts.ballyhegan.ni.sch.uk","503-6180"
"1223","5036363","St Mary's Primary School  Aughnacloy",NA,103,NA,NA,0,0,19,19,8,12,15,13,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CALEDON ROAD",NA,NA,"AUGHNACLOY","TYRONE","BT69 6AJ","028 8555 7581","Roman Catholic Maintained","Primary","Open",NA,"info@stmarys.aughnacloy.ni.sch.uk","503-6363"
"1224","5036400","St Colman's (Bann) Primary School",NA,138,NA,NA,0,0,19,21,15,23,18,19,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 DRUMNASCAMPH ROAD","GILFORD",NA,"CRAIGAVON","ARMAGH","BT63 6DU","028 4062 2074","Roman Catholic Maintained","Primary","Open",NA,"info@stcolmans.bann.ni.sch.uk","503-6400"
"1225","5036409","St Ronan's Primary School",NA,430,NA,NA,0,0,59,66,55,63,63,61,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASHGROVE AVENUE",NA,NA,"NEWRY","DOWN","BT34 1PR","028 3026 4996","Roman Catholic Maintained","Primary","Open",NA,"info@stronans.newry.ni.sch.uk","503-6409"
"1226","5036433","St Malachy's Primary School",NA,324,NA,NA,0,0,54,42,39,45,49,50,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11 MARTINS LANE","CARNAGAT",NA,"NEWRY","DOWN","BT35 8PJ","028 3026 8314","Roman Catholic Maintained","Primary","Open",NA,"info@stmalachys.carnagat.ni.sch.uk","503-6433"
"1227","5036457","St Francis' Primary School  Aghderg",NA,156,NA,NA,0,0,20,21,18,26,20,27,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24 DONARD VIEW ROAD",NA,NA,"BANBRIDGE","DOWN","BT32 3LN","028 4062 8044","Roman Catholic Maintained","Primary","Open",NA,"info@stfrancis.aghaderg.ni.sch.uk","503-6457"
"1228","5036463","St Joseph's Primary School",NA,29,NA,NA,0,0,6,2,5,2,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14 DERRYCOURTNEY ROAD",NA,NA,"CALEDON","TYRONE","BT68 4UF","028 3756 8537","Roman Catholic Maintained","Primary","Open",NA,"info@stjosephs.caledon.ni.sch.uk","503-6463"
"1229","5036504","St Patrick's Primary School Dungannon",NA,846,NA,NA,104,0,114,80,118,109,95,108,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KILLYMAN ROAD",NA,NA,"DUNGANNON","TYRONE","BT71 6DE","028 8772 3473","Roman Catholic Maintained","Primary","Open",NA,"info@stpatricksps.dungannon.ni.sch.uk","503-6504"
"1230","5036545","St Colman's Primary School",NA,222,NA,NA,0,0,33,28,37,36,27,30,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 GREENCASTLE ROAD","KILKEEL",NA,"NEWRY","DOWN","BT34 4DE","028 4176 3179","Roman Catholic Maintained","Primary","Open",NA,"info@stcolmanskilkeel.kilkeel.ni.sch.uk","503-6545"
"1231","5036567","Holy Trinity Primary School",NA,675,NA,NA,80,0,82,79,88,88,85,83,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44 FAIRHILL ROAD",NA,NA,"COOKSTOWN","TYRONE","BT80 8AG","028 8676 3151","Roman Catholic Maintained","Primary","Open",NA,"info@holytrinity.cookstown.ni.sch.uk","503-6567"
"1232","5036572","St Colman's Primary School",NA,224,NA,NA,0,0,31,32,32,33,32,33,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43 SHEEPTOWN ROAD","SAVAL",NA,"NEWRY","DOWN","BT34 2LA","028 3026 6184","Roman Catholic Maintained","Primary","Open",NA,"info@stcolmans.saval.ni.sch.uk","503-6572"
"1233","5036583","St Dallan's Primary School",NA,492,NA,NA,0,0,81,54,72,53,57,90,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20 CLONALLAN ROAD",NA,NA,"WARRENPOINT","DOWN","BT34 3RP","028 4175 2655","Roman Catholic Maintained","Primary","Open",NA,"info@stdallans.warrenpoint.ni.sch.uk","503-6583"
"1234","5036586","Presentation Primary School",NA,290,NA,NA,0,0,46,39,31,54,53,33,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THOMAS STREET","PORTADOWN",NA,"CRAIGAVON","ARMAGH","BT62 3AH","028 3833 4965","Roman Catholic Maintained","Primary","Open",NA,"info@presentation.portadown.ni.sch.uk","503-6586"
"1235","5036590","Primate Dixon Primary School",NA,557,NA,NA,55,0,73,75,74,69,71,67,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 SCHOOL LANE",NA,NA,"COALISLAND","TYRONE","BT71 4NW","028 8774 6044","Roman Catholic Maintained","Primary","Open",NA,"info@primatedixon.coalisland.ni.sch.uk","503-6590"
"1236","5036595","St Peter's Primary School",NA,146,NA,NA,0,0,22,19,19,19,19,23,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90 COLLEGELANDS RD","CHARLEMONT, MOY",NA,"DUNGANNON","TYRONE","BT71 6SW","028 8778 4620","Roman Catholic Maintained","Primary","Open",NA,"info@stpeters.collegelands.ni.sch.uk","503-6595"
"1237","5036598","Our Lady's Primary School",NA,190,NA,NA,0,3,28,24,23,31,25,25,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MILTOWN ROAD",NA,NA,"DUNGANNON","TYRONE","BT71 7NJ","028 3754 8237","Roman Catholic Maintained","Primary","Open",NA,"info@ourladys.tullysaran.ni.sch.uk","503-6598"
"1238","5036605","St Patrick's Primary School",NA,85,NA,NA,0,0,12,10,8,18,9,11,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40 LONGSTONE HILL","DRUMGREENAGH, RATHFRILAND",NA,"NEWRY","DOWN","BT34 5BT","028 4063 0587","Roman Catholic Maintained","Primary","Open",NA,"info@stpatricks.drumgreenagh.ni.sch.uk","503-6605"
"1239","5036610","St Francis of Assisi Primary School",NA,194,NA,NA,0,8,37,27,21,17,25,29,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24 MADDEN ROW","KEADY",NA,"KEADY","ARMAGH","BT60 3RW","028 3753 1284","Roman Catholic Maintained","Primary","Open",NA,"info@stfrancisofassisi.keady.ni.sch.uk","503-6610"
"1240","5036622","St Johns Primary School",NA,185,NA,NA,27,0,23,20,19,24,22,23,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14 RATHTRILLICK ROAD","MIDDLETOWN",NA,"ARMAGH","ARMAGH","BT60 4HT","028 3756 8462","Roman Catholic Maintained","Primary","Open",NA,"info@stjohns.middletown.ni.sch.uk","503-6622"
"1241","5036633","St Francis Primary School",NA,806,NA,NA,78,0,98,108,108,113,98,106,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28 FRANCIS ST",NA,NA,"LURGAN","ARMAGH","BT66 6DN","028 3832 3163","Roman Catholic Maintained","Primary","Open",NA,"info@stfrancis.lurgan.ni.sch.uk","503-6633"
"1242","5036634","St Clare’s Abbey Primary School",NA,520,NA,NA,53,0,68,62,71,71,67,61,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1243","5036639","Our Lady's and St Mochua's Primary School",NA,169,NA,NA,0,0,35,22,19,23,21,22,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91 DERRYNOOSE ROAD",NA,NA,"KEADY","ARMAGH","BT60 3EZ","028 3753 9777","Roman Catholic Maintained","Primary","Open",NA,"info@ourladysandstmochuas.derrynoose.ni.sch.uk","503-6639"
"1244","5036673","St Bronagh's Primary School",NA,211,NA,NA,0,0,36,25,33,31,27,33,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42 Church Street","Rostrevor",NA,"ROSTREVOR","DOWN","BT34 3DY","028 41738450","Roman Catholic Maintained","Primary","Open",NA,"info@stbronaghsps.rostrevor.ni.sch.uk","503-6673"
"1245","5036675","St Josephs and St James Primary School",NA,121,NA,NA,0,0,12,19,14,13,14,30,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34 Chapel Street","Poyntzpass",NA,"NEWRY","DOWN","BT35 6SY","028 38318261","Roman Catholic Maintained","Primary","Open",NA,"info@stjandjps.poyntzpass.ni.sch.uk","503-6675"
"1246","5036706","St Columban's Primary School",NA,194,NA,NA,0,0,29,26,28,22,31,33,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"127 Newcastle Road","Kilkeel",NA,"KILKEEL","DOWN","BT34 4NL","028 4176 2076","Roman Catholic Maintained","Primary","Open",NA,"info@stcolumbansps.kilkeel.ni.sch.uk","503-6706"
"1247","5046137","Seagoe Primary School",NA,382,NA,NA,53,0,49,46,45,42,61,46,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83 SEAGOE ROAD",NA,NA,"PORTADOWN","ARMAGH","BT63 5HS","028 3833 6764","Other Maintained","Primary","Open",NA,"info@seagoe.portadown.ni.sch.uk","504-6137"
"1248","5046241","Drelincourt Infants School",NA,17,NA,NA,0,0,9,1,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1249","5046597","Bunscoil an Iuir",NA,104,NA,NA,0,0,16,18,12,14,16,18,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1250","5046637","Gaelscoil Uí Neill",NA,154,NA,NA,25,0,15,11,24,18,18,19,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1251","5046692","Gaelscoil na mBeann",NA,75,NA,NA,0,0,11,14,9,14,6,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1252","5046695","Gaelscoil Aodha Rua",NA,141,NA,NA,0,0,22,20,25,21,16,19,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97 Donaghmore Road",NA,NA,"DUNGANNON","TYRONE","BT70 1HD","028 877 53762","Other Maintained","Primary","Open",NA,"info@gaelscoilaodharua.dungannon.ni.sch.uk","504-6695"
"1253","5046699","Gaelscoil Eoghain",NA,132,NA,NA,26,0,11,16,24,8,16,15,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1254","5056013","Kilbroney Integrated Primary School",NA,154,NA,NA,0,0,22,17,22,17,21,28,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 CLOUGHMORE ROAD","ROSTREVOR",NA,"NEWRY","DOWN","BT34 3EL","028 4173 8491","Controlled Integrated","Primary","Open",NA,"info@kilbroneyips.rostrevor.ni.sch.uk","505-6013"
"1255","5066540","Bridge Integrated Primary School",NA,417,NA,NA,0,0,60,60,59,58,61,60,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70 BALLYGOWAN ROAD",NA,NA,"BANBRIDGE","DOWN","BT32 3EL","028 4066 2055","Grant Maintained Integrated","Primary","Open",NA,"info@bridge.banbridge.ni.sch.uk","506-6540"
"1256","5066553","Portadown Integrated Primary School",NA,464,NA,NA,53,0,60,57,63,56,61,61,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 KERNAN ROAD",NA,NA,"PORTADOWN","ARMAGH","BT63 5RR","028 3835 0754","Grant Maintained Integrated","Primary","Open",NA,"info@portadownintegrated.portadown.ni.sch.uk","506-6553"
"1257","5066554","Windmill Integrated Primary School",NA,264,NA,NA,27,0,30,31,31,31,31,32,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30 OLD EGLISH ROAD",NA,NA,"DUNGANNON","TYRONE","BT71 7BE","028 8772 7277","Grant Maintained Integrated","Primary","Open",NA,"info@windmillintegrated.dungannon.ni.sch.uk","506-6554"
"1258","5066578","Saints & Scholars Int Primary School",NA,279,NA,NA,28,0,33,36,35,33,32,46,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31 KILLUNEY PARK","PORTADOWN ROAD",NA,"ARMAGH","ARMAGH","BT61 9HG","028 3751 0113","Grant Maintained Integrated","Primary","Open",NA,"info@saintsandscholars.armagh.ni.sch.uk","506-6578"
"1259","5066657","Phoenix Integrated Primary School",NA,217,NA,NA,26,0,29,27,25,29,25,31,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80 Fountain Street",NA,NA,"COOKSTOWN","TYRONE","BT80 8QF","028 8675 7096","Grant Maintained Integrated","Primary","Open",NA,"info@phoenix-ips.cookstown.ni.sch.uk","506-6657"
"1260","5620263","Royal School",NA,37,NA,NA,0,0,2,1,3,6,7,7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COLLEGE HILL",NA,NA,"ARMAGH","ARMAGH","BT61 9DG","028 37522807","Voluntary","Preps","Open",NA,"info@royalschool.armagh.ni.sch.uk","562-0263"
"1261","1210014","Ashfield Girls' High School",NA,727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,138,116,111,115,62,48,NA,NA,"397 HOLYWOOD ROAD",NA,NA,"BELFAST","ANTRIM","BT4  2LY","028 9047 1744","Controlled","Secondary","Open",NA,"info@ashgirls.belfast.ni.sch.uk","121-0014"
"1262","1210015","Ashfield Boys' High School",NA,851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,158,133,120,122,92,56,NA,NA,"395 HOLYWOOD ROAD",NA,NA,"BELFAST","ANTRIM","BT4  2LY","028 9065 6812","Controlled","Secondary","Open",NA,"info@ashfieldboys.belfast.ni.sch.uk","121-0015"
"1263","1210021","Belfast Model School For Girls",NA,1059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,183,169,165,153,108,82,NA,NA,"35 Dunowen Gardens",NA,NA,"BELFAST","ANTRIM","BT14 6NQ","02890 718111","Controlled","Secondary","Open",NA,"info@girlsmodel.belfast.ni.sch.uk","121-0021"
"1264","1210022","Belfast Boys' Model School",NA,1093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,209,177,171,181,120,51,NA,NA,"BALLYSILLAN ROAD",NA,NA,"BELFAST","ANTRIM","BT14 6RB","028 9039 1156","Controlled","Secondary","Open",NA,"info@bbms.belfast.ni.sch.uk","121-0022"
"1265","1230053","St Louise's Comprehensive College",NA,1518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,236,234,269,236,142,170,NA,NA,"468 FALLS ROAD",NA,NA,"BELFAST","ANTRIM","BT12 6EN","028 9032 5631","Roman Catholic Maintained","Secondary","Open",NA,"info@stlouises.belfast.ni.sch.uk","123-0053"
"1266","1230104","Mercy College Belfast",NA,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,148,123,88,73,78,81,NA,NA,"BALLYSILLAN ROAD",NA,NA,"BELFAST","ANTRIM","BT14 7QR","028 9039 1769","Roman Catholic Maintained","Secondary","Open",NA,"info@mercycollege.belfast.ni.sch.uk","123-0104"
"1267","1230155","St Genevieve's High School",NA,1042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,171,160,156,162,127,104,NA,NA,"TRENCH HOUSE","87 STEWARTSTOWN ROAD",NA,"BELFAST","ANTRIM","BT11 9JP","028 90925670","Roman Catholic Maintained","Secondary","Open",NA,"info@stgenevieves.belfast.ni.sch.uk","123-0155"
"1268","1230182","De La Salle College",NA,868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,136,120,110,169,113,89,NA,NA,"EDENMORE DRIVE",NA,NA,"BELFAST","ANTRIM","BT11 8LT","028 9050 8800","Roman Catholic Maintained","Secondary","Open",NA,"info@delasallecollege.belfast.ni.sch.uk","123-0182"
